Time,Sequence Number,Event
2.8152,85000,send
2.8152,85000,transmit
2.816,75000,ack
2.816,86000,send
2.816,86000,transmit
2.8168,76000,ack
2.8168,87000,send
2.8168,88000,send
2.8168,87000,transmit
2.8176,77000,ack
2.8176,89000,send
2.8176,88000,transmit
2.8184,78000,ack
2.8184,90000,send
2.8184,89000,transmit
2.8192,79000,ack
2.8192,91000,send
2.8192,90000,transmit
2.82,80000,ack
2.82,92000,send
2.82,91000,transmit
2.8208,81000,ack
2.8208,93000,send
2.8208,92000,transmit
2.8216,93000,transmit
3.0136,82000,ack
3.0136,94000,send
3.0136,94000,transmit
3.0144,83000,ack
3.0144,95000,send
3.0144,95000,transmit
3.0152,84000,ack
3.0152,96000,send
3.0152,96000,transmit
3.016,85000,ack
3.016,97000,send
3.016,97000,transmit
3.0168,86000,ack
3.0168,98000,send
3.0168,98000,transmit
3.0176,87000,ack
3.0176,99000,send
3.0176,99000,transmit
3.0184,88000,ack
3.0184,100000,send
3.0184,101000,send
3.0184,100000,transmit
3.0192,89000,ack
3.0192,102000,send
3.0192,101000,transmit
3.02,90000,ack
3.02,103000,send
3.02,102000,transmit
3.0208,91000,ack
3.0208,104000,send
3.0208,103000,transmit
3.0216,92000,ack
3.0216,105000,send
3.0216,104000,transmit
3.0224,93000,ack
3.0224,106000,send
3.0224,105000,transmit
3.0232,106000,transmit
3.2144,94000,ack
3.2144,107000,send
3.2144,107000,transmit
3.2152,95000,ack
3.2152,108000,send
3.2152,108000,transmit
3.216,96000,ack
3.216,109000,send
3.216,109000,transmit
3.2168,97000,ack
3.2168,110000,send
3.2168,110000,transmit
3.2176,98000,ack
3.2176,111000,send
3.2176,111000,transmit
3.2184,99000,ack
3.2184,112000,send
3.2184,112000,transmit
3.2192,100000,ack
3.2192,113000,send
3.2192,113000,transmit
3.22,101000,ack
3.22,114000,send
3.22,115000,send
3.22,114000,transmit
3.2208,102000,ack
3.2208,116000,send
3.2208,115000,transmit
3.2216,103000,ack
3.2216,117000,send
3.2216,116000,transmit
3.2224,104000,ack
3.2224,118000,send
3.2224,117000,transmit
3.2232,105000,ack
3.2232,119000,send
3.2232,118000,transmit
3.224,106000,ack
3.224,120000,send
3.224,119000,transmit
3.2248,120000,transmit
3.4152,107000,ack
3.4152,121000,send
3.4152,121000,transmit
3.416,108000,ack
3.416,122000,send
3.416,122000,transmit
3.4168,109000,ack
3.4168,123000,send
3.4168,123000,transmit
3.4176,110000,ack
3.4176,124000,send
3.4176,124000,transmit
3.4184,111000,ack
3.4184,125000,send
3.4184,125000,transmit
3.4192,112000,ack
3.4192,126000,send
3.4192,126000,transmit
3.42,113000,ack
3.42,127000,send
3.42,127000,transmit
3.4208,114000,ack
3.4208,128000,send
3.4208,128000,transmit
3.4216,115000,ack
3.4216,129000,send
3.4216,130000,send
3.4216,129000,transmit
3.4224,116000,ack
3.4224,131000,send
3.4224,130000,transmit
3.4232,117000,ack
3.4232,132000,send
3.4232,131000,transmit
3.424,118000,ack
3.424,133000,send
3.424,132000,transmit
3.4248,119000,ack
3.4248,134000,send
3.4248,133000,transmit
3.4256,120000,ack
3.4256,135000,send
3.4256,134000,transmit
3.4264,135000,transmit
3.616,121000,ack
3.616,136000,send
3.616,136000,transmit
3.6168,122000,ack
3.6168,137000,send
3.6168,137000,transmit
3.6176,123000,ack
3.6176,138000,send
3.6176,138000,transmit
3.6184,124000,ack
3.6184,139000,send
3.6184,139000,transmit
3.6192,125000,ack
3.6192,140000,send
3.6192,140000,transmit
3.62,126000,ack
3.62,141000,send
3.62,141000,transmit
3.6208,127000,ack
3.6208,142000,send
3.6208,142000,transmit
3.6216,128000,ack
3.6216,143000,send
3.6216,143000,transmit
3.6224,129000,ack
3.6224,144000,send
3.6224,144000,transmit
3.6232,130000,ack
3.6232,145000,send
3.6232,146000,send
3.6232,145000,transmit
3.624,131000,ack
3.624,147000,send
3.624,146000,transmit
3.6248,132000,ack
3.6248,148000,send
3.6248,147000,transmit
3.6256,133000,ack
3.6256,149000,send
3.6256,148000,transmit
3.6264,134000,ack
3.6264,150000,send
3.6264,149000,transmit
3.6272,135000,ack
3.6272,151000,send
3.6272,150000,transmit
3.628,151000,transmit
3.8168,136000,ack
3.8168,152000,send
3.8168,152000,transmit
3.8176,137000,ack
3.8176,153000,send
3.8176,153000,transmit
3.8184,138000,ack
3.8184,154000,send
3.8184,154000,transmit
3.8192,139000,ack
3.8192,155000,send
3.8192,155000,transmit
3.82,140000,ack
3.82,156000,send
3.82,156000,transmit
3.8208,141000,ack
3.8208,157000,send
3.8208,157000,transmit
3.8216,142000,ack
3.8216,158000,send
3.8216,158000,transmit
3.8224,143000,ack
3.8224,159000,send
3.8224,159000,transmit
3.8232,144000,ack
3.8232,160000,send
3.8232,160000,transmit
3.824,145000,ack
3.824,161000,send
3.824,161000,transmit
3.8248,146000,ack
3.8248,162000,send
3.8248,163000,send
3.8248,162000,transmit
3.8256,147000,ack
3.8256,164000,send
3.8256,163000,transmit
3.8264,148000,ack
3.8264,165000,send
3.8264,164000,transmit
3.8272,149000,ack
3.8272,166000,send
3.8272,165000,transmit
3.828,150000,ack
3.828,167000,send
3.828,166000,transmit
3.8288,151000,ack
3.8288,168000,send
3.8288,167000,transmit
3.8296,168000,transmit
4.0176,152000,ack
4.0176,169000,send
4.0176,169000,transmit
4.0184,153000,ack
4.0184,170000,send
4.0184,170000,transmit
4.0192,154000,ack
4.0192,171000,send
4.0192,171000,transmit
4.02,155000,ack
4.02,172000,send
4.02,172000,transmit
4.0208,156000,ack
4.0208,173000,send
4.0208,173000,transmit
4.0216,157000,ack
4.0216,174000,send
4.0216,174000,transmit
4.0224,158000,ack
4.0224,175000,send
4.0224,175000,transmit
4.0232,159000,ack
4.0232,176000,send
4.0232,176000,transmit
4.024,160000,ack
4.024,177000,send
4.024,177000,transmit
4.0248,161000,ack
4.0248,178000,send
4.0248,178000,transmit
4.0256,162000,ack
4.0256,179000,send
4.0256,179000,transmit
4.0264,163000,ack
4.0264,180000,send
4.0264,181000,send
4.0264,180000,transmit
4.0272,164000,ack
4.0272,182000,send
4.0272,181000,transmit
4.028,165000,ack
4.028,183000,send
4.028,182000,transmit
4.0288,166000,ack
4.0288,184000,send
4.0288,183000,transmit
4.0296,167000,ack
4.0296,185000,send
4.0296,184000,transmit
4.0304,168000,ack
4.0304,186000,send
4.0304,185000,transmit
4.0312,186000,transmit
4.2184,169000,ack
4.2184,187000,send
4.2184,187000,transmit
4.2192,170000,ack
4.2192,188000,send
4.2192,188000,transmit
4.22,171000,ack
4.22,189000,send
4.22,189000,transmit
4.2208,172000,ack
4.2208,190000,send
4.2208,190000,transmit
4.2216,173000,ack
4.2216,191000,send
4.2216,191000,transmit
4.2224,174000,ack
4.2224,192000,send
4.2224,192000,transmit
4.2232,175000,ack
4.2232,193000,send
4.2232,193000,transmit
4.224,176000,ack
4.224,194000,send
4.224,194000,transmit
4.2248,177000,ack
4.2248,195000,send
4.2248,195000,transmit
4.2256,178000,ack
4.2256,196000,send
4.2256,196000,transmit
4.2264,179000,ack
4.2264,197000,send
4.2264,197000,transmit
4.2272,180000,ack
4.2272,198000,send
4.2272,198000,transmit
4.228,181000,ack
4.228,199000,send
4.228,200000,send
4.228,199000,transmit
4.2288,182000,ack
4.2288,201000,send
4.2288,200000,transmit
4.2296,183000,ack
4.2296,202000,send
4.2296,201000,transmit
4.2304,184000,ack
4.2304,203000,send
4.2304,202000,transmit
4.2312,185000,ack
4.2312,204000,send
4.2312,203000,transmit
4.232,186000,ack
4.232,205000,send
4.232,204000,transmit
4.2328,205000,transmit
4.4192,187000,ack
4.4192,206000,send
4.4192,206000,transmit
4.42,188000,ack
4.42,207000,send
4.42,207000,transmit
4.4208,189000,ack
4.4208,208000,send
4.4208,208000,transmit
4.4216,190000,ack
4.4216,209000,send
4.4216,209000,transmit
4.4224,191000,ack
4.4224,210000,send
4.4224,210000,transmit
4.4232,192000,ack
4.4232,211000,send
4.4232,211000,transmit
4.424,193000,ack
4.424,212000,send
4.424,212000,transmit
4.4248,194000,ack
4.4248,213000,send
4.4248,213000,transmit
4.4256,195000,ack
4.4256,214000,send
4.4256,214000,transmit
4.4264,196000,ack
4.4264,215000,send
4.4264,215000,transmit
4.4272,197000,ack
4.4272,216000,send
4.4272,216000,transmit
4.428,198000,ack
4.428,217000,send
4.428,217000,transmit
4.4288,199000,ack
4.4288,218000,send
4.4288,218000,transmit
4.4296,200000,ack
4.4296,219000,send
4.4296,220000,send
4.4296,219000,transmit
4.4304,201000,ack
4.4304,221000,send
4.4304,220000,transmit
4.4312,202000,ack
4.4312,222000,send
4.4312,221000,transmit
4.432,203000,ack
4.432,223000,send
4.432,222000,transmit
4.4328,204000,ack
4.4328,224000,send
4.4328,223000,transmit
4.4336,205000,ack
4.4336,225000,send
4.4336,224000,transmit
4.4344,225000,transmit
4.62,206000,ack
4.62,226000,send
4.62,226000,transmit
4.6208,207000,ack
4.6208,227000,send
4.6208,227000,transmit
4.6216,208000,ack
4.6216,228000,send
4.6216,228000,transmit
4.6224,209000,ack
4.6224,229000,send
4.6224,229000,transmit
4.6232,210000,ack
4.6232,230000,send
4.6232,230000,transmit
4.624,211000,ack
4.624,231000,send
4.624,231000,transmit
4.6248,212000,ack
4.6248,232000,send
4.6248,232000,transmit
4.6256,213000,ack
4.6256,233000,send
4.6256,233000,transmit
4.6264,214000,ack
4.6264,234000,send
4.6264,234000,transmit
4.6272,215000,ack
4.6272,235000,send
4.6272,235000,transmit
4.628,216000,ack
4.628,236000,send
4.628,236000,transmit
4.6288,217000,ack
4.6288,237000,send
4.6288,237000,transmit
4.6296,218000,ack
4.6296,238000,send
4.6296,238000,transmit
4.6304,219000,ack
4.6304,239000,send
4.6304,239000,transmit
4.6312,220000,ack
4.6312,240000,send
4.6312,241000,send
4.6312,240000,transmit
4.632,221000,ack
4.632,242000,send
4.632,241000,transmit
4.6328,222000,ack
4.6328,243000,send
4.6328,242000,transmit
4.6336,223000,ack
4.6336,244000,send
4.6336,243000,transmit
4.6344,224000,ack
4.6344,245000,send
4.6344,244000,transmit
4.6352,225000,ack
4.6352,246000,send
4.6352,245000,transmit
4.636,246000,transmit
4.8208,226000,ack
4.8208,247000,send
4.8208,247000,transmit
4.8216,227000,ack
4.8216,248000,send
4.8216,248000,transmit
4.8224,228000,ack
4.8224,249000,send
4.8224,249000,transmit
4.8232,229000,ack
4.8232,250000,send
4.8232,250000,transmit
4.824,230000,ack
4.824,251000,send
4.824,251000,transmit
4.8248,231000,ack
4.8248,252000,send
4.8248,252000,transmit
4.8256,232000,ack
4.8256,253000,send
4.8256,253000,transmit
4.8264,233000,ack
4.8264,254000,send
4.8264,254000,transmit
4.8272,234000,ack
4.8272,255000,send
4.8272,255000,transmit
4.828,235000,ack
4.828,256000,send
4.828,256000,transmit
4.8288,236000,ack
4.8288,257000,send
4.8288,257000,transmit
4.8296,237000,ack
4.8296,258000,send
4.8296,258000,transmit
4.8304,238000,ack
4.8304,259000,send
4.8304,259000,transmit
4.8312,239000,ack
4.8312,260000,send
4.8312,260000,transmit
4.832,240000,ack
4.832,261000,send
4.832,261000,transmit
4.8328,241000,ack
4.8328,262000,send
4.8328,263000,send
4.8328,262000,transmit
4.8336,242000,ack
4.8336,264000,send
4.8336,263000,transmit
4.8344,243000,ack
4.8344,265000,send
4.8344,264000,transmit
4.8352,244000,ack
4.8352,266000,send
4.8352,265000,transmit
4.836,245000,ack
4.836,267000,send
4.836,266000,transmit
4.8368,246000,ack
4.8368,268000,send
4.8368,267000,transmit
4.8376,268000,transmit
5.0216,247000,ack
5.0216,269000,send
5.0216,269000,transmit
5.0224,248000,ack
5.0224,270000,send
5.0224,270000,transmit
5.0232,249000,ack
5.0232,271000,send
5.0232,271000,transmit
5.024,250000,ack
5.024,272000,send
5.024,272000,transmit
5.0248,251000,ack
5.0248,273000,send
5.0248,273000,transmit
5.0256,252000,ack
5.0256,274000,send
5.0256,274000,transmit
5.0264,253000,ack
5.0264,275000,send
5.0264,275000,transmit
5.0272,254000,ack
5.0272,276000,send
5.0272,276000,transmit
5.028,255000,ack
5.028,277000,send
5.028,277000,transmit
5.0288,256000,ack
5.0288,278000,send
5.0288,278000,transmit
5.0296,257000,ack
5.0296,279000,send
5.0296,279000,transmit
5.0304,258000,ack
5.0304,280000,send
5.0304,280000,transmit
5.0312,259000,ack
5.0312,281000,send
5.0312,281000,transmit
5.032,260000,ack
5.032,282000,send
5.032,282000,transmit
5.0328,261000,ack
5.0328,283000,send
5.0328,283000,transmit
5.0336,262000,ack
5.0336,284000,send
5.0336,284000,transmit
5.0344,263000,ack
5.0344,285000,send
5.0344,286000,send
5.0344,285000,transmit
5.0352,264000,ack
5.0352,287000,send
5.0352,286000,transmit
5.036,265000,ack
5.036,288000,send
5.036,287000,transmit
5.0368,266000,ack
5.0368,289000,send
5.0368,288000,transmit
5.0376,267000,ack
5.0376,290000,send
5.0376,289000,transmit
5.0384,268000,ack
5.0384,291000,send
5.0384,290000,transmit
5.0392,291000,transmit
5.2224,269000,ack
5.2224,292000,send
5.2224,292000,transmit
5.2232,270000,ack
5.2232,293000,send
5.2232,293000,transmit
5.224,271000,ack
5.224,294000,send
5.224,294000,transmit
5.2248,272000,ack
5.2248,295000,send
5.2248,295000,transmit
5.2256,273000,ack
5.2256,296000,send
5.2256,296000,transmit
5.2264,274000,ack
5.2264,297000,send
5.2264,297000,transmit
5.2272,275000,ack
5.2272,298000,send
5.2272,298000,transmit
5.228,276000,ack
5.228,299000,send
5.228,299000,transmit
5.2288,277000,ack
5.2288,300000,send
5.2288,300000,transmit
5.2296,278000,ack
5.2296,301000,send
5.2296,301000,transmit
5.2304,279000,ack
5.2304,302000,send
5.2304,302000,transmit
5.2312,280000,ack
5.2312,303000,send
5.2312,303000,transmit
5.232,281000,ack
5.232,304000,send
5.232,304000,transmit
5.2328,282000,ack
5.2328,305000,send
5.2328,305000,transmit
5.2336,283000,ack
5.2336,306000,send
5.2336,306000,transmit
5.2344,284000,ack
5.2344,307000,send
5.2344,307000,transmit
5.2352,285000,ack
5.2352,308000,send
5.2352,308000,transmit
5.236,286000,ack
5.236,309000,send
5.236,310000,send
5.236,309000,transmit
5.2368,287000,ack
5.2368,311000,send
5.2368,310000,transmit
5.2376,288000,ack
5.2376,312000,send
5.2376,311000,transmit
5.2384,289000,ack
5.2384,313000,send
5.2384,312000,transmit
5.2392,290000,ack
5.2392,314000,send
5.2392,313000,transmit
5.24,291000,ack
5.24,315000,send
5.24,314000,transmit
5.2408,315000,transmit
5.4232,292000,ack
5.4232,316000,send
5.4232,316000,transmit
5.424,293000,ack
5.424,317000,send
5.424,317000,transmit
5.4248,294000,ack
5.4248,318000,send
5.4248,318000,transmit
5.4256,295000,ack
5.4256,319000,send
5.4256,319000,transmit
5.4264,296000,ack
5.4264,320000,send
5.4264,320000,transmit
5.4272,297000,ack
5.4272,321000,send
5.4272,321000,transmit
5.428,298000,ack
5.428,322000,send
5.428,322000,transmit
5.4288,299000,ack
5.4288,323000,send
5.4288,323000,transmit
5.4296,300000,ack
5.4296,324000,send
5.4296,324000,transmit
5.4304,301000,ack
5.4304,325000,send
5.4304,325000,transmit
5.4312,302000,ack
5.4312,326000,send
5.4312,326000,transmit
5.432,303000,ack
5.432,327000,send
5.432,327000,transmit
5.4328,304000,ack
5.4328,328000,send
5.4328,328000,transmit
5.4336,305000,ack
5.4336,329000,send
5.4336,329000,transmit
5.4344,306000,ack
5.4344,330000,send
5.4344,330000,transmit
5.4352,307000,ack
5.4352,331000,send
5.4352,331000,transmit
5.436,308000,ack
5.436,332000,send
5.436,332000,transmit
5.4368,309000,ack
5.4368,333000,send
5.4368,333000,transmit
5.4376,310000,ack
5.4376,334000,send
5.4376,335000,send
5.4376,334000,transmit
5.4384,311000,ack
5.4384,336000,send
5.4384,335000,transmit
5.4392,312000,ack
5.4392,337000,send
5.4392,336000,transmit
5.44,313000,ack
5.44,338000,send
5.44,337000,transmit
5.4408,314000,ack
5.4408,339000,send
5.4408,338000,transmit
5.4416,315000,ack
5.4416,340000,send
5.4416,339000,transmit
5.4424,340000,transmit
5.624,316000,ack
5.624,341000,send
5.624,341000,transmit
5.6248,317000,ack
5.6248,342000,send
5.6248,342000,transmit
5.6256,318000,ack
5.6256,343000,send
5.6256,343000,transmit
5.6264,319000,ack
5.6264,344000,send
5.6264,344000,transmit
5.6272,320000,ack
5.6272,345000,send
5.6272,345000,transmit
5.628,321000,ack
5.628,346000,send
5.628,346000,transmit
5.6288,322000,ack
5.6288,347000,send
5.6288,347000,transmit
5.6296,323000,ack
5.6296,348000,send
5.6296,348000,transmit
5.6304,324000,ack
5.6304,349000,send
5.6304,349000,transmit
5.6312,325000,ack
5.6312,350000,send
5.6312,350000,transmit
5.632,326000,ack
5.632,351000,send
5.632,351000,transmit
5.6328,327000,ack
5.6328,352000,send
5.6328,352000,transmit
5.6336,328000,ack
5.6336,353000,send
5.6336,353000,transmit
5.6344,329000,ack
5.6344,354000,send
5.6344,354000,transmit
5.6352,330000,ack
5.6352,355000,send
5.6352,355000,transmit
5.636,331000,ack
5.636,356000,send
5.636,356000,transmit
5.6368,332000,ack
5.6368,357000,send
5.6368,357000,transmit
5.6376,333000,ack
5.6376,358000,send
5.6376,358000,transmit
5.6384,334000,ack
5.6384,359000,send
5.6384,359000,transmit
5.6392,335000,ack
5.6392,360000,send
5.6392,361000,send
5.6392,360000,transmit
5.64,336000,ack
5.64,362000,send
5.64,361000,transmit
5.6408,337000,ack
5.6408,363000,send
5.6408,362000,transmit
5.6416,338000,ack
5.6416,364000,send
5.6416,363000,transmit
5.6424,339000,ack
5.6424,365000,send
5.6424,364000,transmit
5.6432,340000,ack
5.6432,366000,send
5.6432,365000,transmit
5.644,366000,transmit
5.8248,341000,ack
5.8248,367000,send
5.8248,367000,transmit
5.8256,342000,ack
5.8256,368000,send
5.8256,368000,transmit
5.8264,343000,ack
5.8264,369000,send
5.8264,369000,transmit
5.8272,344000,ack
5.8272,370000,send
5.8272,370000,transmit
5.828,345000,ack
5.828,371000,send
5.828,371000,transmit
5.8288,346000,ack
5.8288,372000,send
5.8288,372000,transmit
5.8296,347000,ack
5.8296,373000,send
5.8296,373000,transmit
5.8304,348000,ack
5.8304,374000,send
5.8304,374000,transmit
5.8312,349000,ack
5.8312,375000,send
5.8312,375000,transmit
5.832,350000,ack
5.832,376000,send
5.832,376000,transmit
5.8328,351000,ack
5.8328,377000,send
5.8328,377000,transmit
5.8336,352000,ack
5.8336,378000,send
5.8336,378000,transmit
5.8344,353000,ack
5.8344,379000,send
5.8344,379000,transmit
5.8352,354000,ack
5.8352,380000,send
5.8352,380000,transmit
5.836,355000,ack
5.836,381000,send
5.836,381000,transmit
5.8368,356000,ack
5.8368,382000,send
5.8368,382000,transmit
5.8376,357000,ack
5.8376,383000,send
5.8376,383000,transmit
5.8384,358000,ack
5.8384,384000,send
5.8384,384000,transmit
5.8392,359000,ack
5.8392,385000,send
5.8392,385000,transmit
5.84,360000,ack
5.84,386000,send
5.84,386000,transmit
5.8408,361000,ack
5.8408,387000,send
5.8408,388000,send
5.8408,387000,transmit
5.8416,362000,ack
5.8416,389000,send
5.8416,388000,transmit
5.8424,363000,ack
5.8424,390000,send
5.8424,389000,transmit
5.8432,364000,ack
5.8432,391000,send
5.8432,390000,transmit
5.844,365000,ack
5.844,392000,send
5.844,391000,transmit
5.8448,366000,ack
5.8448,393000,send
5.8448,392000,transmit
5.8456,393000,transmit
6.0256,367000,ack
6.0256,394000,send
6.0256,394000,transmit
6.0264,368000,ack
6.0264,395000,send
6.0264,395000,transmit
6.0272,369000,ack
6.0272,396000,send
6.0272,396000,transmit
6.028,370000,ack
6.028,397000,send
6.028,397000,transmit
6.0288,371000,ack
6.0288,398000,send
6.0288,398000,transmit
6.0296,372000,ack
6.0296,399000,send
6.0296,399000,transmit
6.0304,373000,ack
6.0304,400000,send
6.0304,400000,transmit
6.0312,374000,ack
6.0312,401000,send
6.0312,401000,transmit
6.032,375000,ack
6.032,402000,send
6.032,402000,transmit
6.0328,376000,ack
6.0328,403000,send
6.0328,403000,transmit
6.0336,377000,ack
6.0336,404000,send
6.0336,404000,transmit
6.0344,378000,ack
6.0344,405000,send
6.0344,405000,transmit
6.0352,379000,ack
6.0352,406000,send
6.0352,406000,transmit
6.036,380000,ack
6.036,407000,send
6.036,407000,transmit
6.0368,381000,ack
6.0368,408000,send
6.0368,408000,transmit
6.0376,382000,ack
6.0376,409000,send
6.0376,409000,transmit
6.0384,383000,ack
6.0384,410000,send
6.0384,410000,transmit
6.0392,384000,ack
6.0392,411000,send
6.0392,411000,transmit
6.04,385000,ack
6.04,412000,send
6.04,412000,transmit
6.0408,386000,ack
6.0408,413000,send
6.0408,413000,transmit
6.0416,387000,ack
6.0416,414000,send
6.0416,414000,transmit
6.0424,388000,ack
6.0424,415000,send
6.0424,416000,send
6.0424,415000,transmit
6.0432,389000,ack
6.0432,417000,send
6.0432,416000,transmit
6.044,390000,ack
6.044,418000,send
6.044,417000,transmit
6.0448,391000,ack
6.0448,419000,send
6.0448,418000,transmit
6.0456,392000,ack
6.0456,420000,send
6.0456,419000,transmit
6.0464,393000,ack
6.0464,421000,send
6.0464,420000,transmit
6.0472,421000,transmit
6.2264,394000,ack
6.2264,422000,send
6.2264,422000,transmit
6.2272,395000,ack
6.2272,423000,send
6.2272,423000,transmit
6.228,396000,ack
6.228,424000,send
6.228,424000,transmit
6.2288,397000,ack
6.2288,425000,send
6.2288,425000,transmit
6.2296,398000,ack
6.2296,426000,send
6.2296,426000,transmit
6.2304,399000,ack
6.2304,427000,send
6.2304,427000,transmit
6.2312,400000,ack
6.2312,428000,send
6.2312,428000,transmit
6.232,401000,ack
6.232,429000,send
6.232,429000,transmit
6.2328,402000,ack
6.2328,430000,send
6.2328,430000,transmit
6.2336,403000,ack
6.2336,431000,send
6.2336,431000,transmit
6.2344,404000,ack
6.2344,432000,send
6.2344,432000,transmit
6.2352,405000,ack
6.2352,433000,send
6.2352,433000,transmit
6.236,406000,ack
6.236,434000,send
6.236,434000,transmit
6.2368,407000,ack
6.2368,435000,send
6.2368,435000,transmit
6.2376,408000,ack
6.2376,436000,send
6.2376,436000,transmit
6.2384,409000,ack
6.2384,437000,send
6.2384,437000,transmit
6.2392,410000,ack
6.2392,438000,send
